test,approach,answer,time
30-0.02-1c,1c-40f,1,0.3
30-0.02-1c,1c-40f,2,0.32
30-0.02-1c,1c-40f,3,0.33
30-0.02-1c,1c-40f,4,0.34
30-0.02-1c,1c-40f,5,0.34
30-0.02-1c,1c-40f,6,0.34
30-0.02-1c,1c-40f,7,0.36
30-0.02-1c,1c-40f,8,0.37
30-0.02-1c,1c-40f,9,0.46
30-0.02-1c,1c-40f,10,0.5
30-0.02-1c,1c-40f,11,0.54
30-0.02-1c,1c-40f,12,0.63
30-0.02-1c,1c-40f,13,0.66
30-0.02-1c,1c-40f,14,0.83
30-0.02-1c,1c-40f,15,0.86
30-0.02-1c,1c-40f,16,1.14
30-0.02-1c,1c-40f,17,1.23
30-0.02-1c,1c-40f,18,1.32
30-0.02-1c,1c-40f,19,1.37
30-0.02-1c,1c-40f,20,1.39
30-0.02-1c,1c-40f,21,1.42
30-0.02-1c,1c-40f,22,1.46
30-0.02-1c,1c-40f,23,1.52
30-0.02-1c,1c-40f,24,1.55
30-0.02-1c,1c-40f,25,1.58
30-0.02-1c,1c-40f,26,1.61
30-0.02-1c,1c-40f,27,1.63
30-0.02-1c,1c-40f,28,1.65
30-0.02-1c,1c-40f,29,1.66
30-0.02-1c,1c-40f,30,1.69
30-0.02-1c,1c-40f,31,1.71
30-0.02-1c,1c-40f,32,1.72
30-0.02-1c,1c-40f,33,1.73
30-0.02-1c,1c-40f,34,1.74
30-0.02-1c,1c-40f,35,1.76
30-0.02-1c,1c-40f,36,1.79
30-0.02-1c,1c-40f,37,1.83
30-0.02-1c,1c-40f,38,1.88
30-0.02-1c,1c-40f,39,1.9
30-0.02-1c,1c-40f,40,1.94
30-0.02-1c,1c-40f,41,1.99
30-0.02-1c,1c-40f,42,2.03
30-0.02-1c,1c-40f,43,2.09
30-0.02-1c,1c-40f,44,2.13
30-0.02-1c,1c-40f,45,2.18
30-0.02-1c,1c-40f,46,2.22
30-0.02-1c,1c-40f,47,2.25
30-0.02-1c,1c-40f,48,2.3
30-0.02-1c,1c-40f,49,2.35
30-0.02-1c,1c-40f,50,2.39
30-0.02-1c,1c-40f,51,2.43
30-0.02-1c,1c-40f,52,2.47
30-0.02-1c,1c-40f,53,2.54
30-0.02-1c,1c-40f,54,2.62
30-0.02-1c,1c-40f,55,2.65
30-0.02-1c,1c-40f,56,2.76
30-0.02-1c,1c-40f,57,2.82
30-0.02-1c,1c-40f,58,2.88
30-0.02-1c,1c-40f,59,2.93
30-0.02-1c,1c-40f,60,2.97
30-0.02-1c,1c-40f,61,3.01
30-0.02-1c,1c-40f,62,3.04
30-0.02-1c,1c-40f,63,3.09
30-0.02-1c,1c-40f,64,3.11
30-0.02-1c,1c-40f,65,3.15
30-0.02-1c,1c-40f,66,3.2
30-0.02-1c,1c-40f,67,3.25
30-0.02-1c,1c-40f,68,3.28
30-0.02-1c,1c-40f,69,3.31
30-0.02-1c,1c-40f,70,3.35
30-0.02-1c,1c-40f,71,3.39
30-0.02-1c,1c-40f,72,3.42
30-0.02-1c,1c-40f,73,3.46
30-0.02-1c,1c-40f,74,3.51
30-0.02-1c,1c-40f,75,3.53
30-0.02-1c,1c-40f,76,3.57
30-0.02-1c,1c-40f,77,3.62
30-0.02-1c,1c-40f,78,3.68
30-0.02-1c,1c-40f,79,3.71
30-0.02-1c,1c-40f,80,3.78
30-0.02-1c,1c-40f,81,3.85
30-0.02-1c,1c-40f,82,3.88
30-0.02-1c,1c-40f,83,3.96
30-0.02-1c,1c-40f,84,4.04
