test,approach,answer,time,responseTime
30-0.02-16c,16c-40f,1,3.48,4610187.00
30-0.02-16c,16c-40f,2,3.51,4493916.00
30-0.02-16c,16c-40f,3,3.69,4684750.00
30-0.02-16c,16c-40f,4,4.34,4494475.00
30-0.02-16c,16c-40f,5,8.72,6045281.00
30-0.02-16c,16c-40f,6,9.52,5253461.00
30-0.02-16c,16c-40f,7,11.89,4540286.00
30-0.02-16c,16c-40f,8,12.32,4161189.00
30-0.02-16c,16c-40f,9,14.62,4304735.00
30-0.02-16c,16c-40f,10,17.31,6543420.00
30-0.02-16c,16c-40f,11,18.34,7004704.00
30-0.02-16c,16c-40f,12,20.91,5542199.00
30-0.02-16c,16c-40f,13,21.79,7936219.00
30-0.02-16c,16c-40f,14,22.63,4623882.00
30-0.02-16c,16c-40f,15,24.44,4959998.00
30-0.02-16c,16c-40f,16,26.50,6741030.00
30-0.02-16c,16c-40f,17,27.38,5102329.00
30-0.02-16c,16c-40f,18,27.59,5365078.00
30-0.02-16c,16c-40f,19,27.85,5048665.00
30-0.02-16c,16c-40f,20,31.33,7167379.00
30-0.02-16c,16c-40f,21,32.48,5168768.00
30-0.02-16c,16c-40f,22,33.50,7294298.00
30-0.02-16c,16c-40f,23,33.71,6448733.00
30-0.02-16c,16c-40f,24,34.10,6670998.00
30-0.02-16c,16c-40f,25,34.44,6034549.00
30-0.02-16c,16c-40f,26,35.76,4190158.00
30-0.02-16c,16c-40f,27,36.16,4321412.00
30-0.02-16c,16c-40f,28,36.54,4924114.00
30-0.02-16c,16c-40f,29,37.34,7277966.00
30-0.02-16c,16c-40f,30,37.69,5019358.00
30-0.02-16c,16c-40f,31,39.49,6101095.00
30-0.02-16c,16c-40f,32,44.20,6909100.00
30-0.02-16c,16c-40f,33,44.27,6285382.00
30-0.02-16c,16c-40f,34,46.65,6922570.00
30-0.02-16c,16c-40f,35,47.03,6258419.00
30-0.02-16c,16c-40f,36,47.71,6728505.00
30-0.02-16c,16c-40f,37,48.58,5083774.00
30-0.02-16c,16c-40f,38,49.48,7138896.00
30-0.02-16c,16c-40f,39,49.84,5153561.00
30-0.02-16c,16c-40f,40,50.22,6814746.00
30-0.02-16c,16c-40f,41,52.66,6873788.00
30-0.02-16c,16c-40f,42,56.03,6910791.00
30-0.02-16c,16c-40f,43,58.35,5154975.00
30-0.02-16c,16c-40f,44,62.45,4103696.00
30-0.02-16c,16c-40f,45,63.13,5486518.00
30-0.02-16c,16c-40f,46,65.43,7330314.00
30-0.02-16c,16c-40f,47,67.28,6037535.00
30-0.02-16c,16c-40f,48,68.10,6207901.00
30-0.02-16c,16c-40f,49,73.77,4590991.00
30-0.02-16c,16c-40f,50,74.33,4212158.00
30-0.02-16c,16c-40f,51,74.69,5635438.00
30-0.02-16c,16c-40f,52,74.98,5588913.00
30-0.02-16c,16c-40f,53,75.78,4360782.00
30-0.02-16c,16c-40f,54,77.35,6600402.00
30-0.02-16c,16c-40f,55,81.31,5009413.00
30-0.02-16c,16c-40f,56,81.46,6124659.00
30-0.02-16c,16c-40f,57,82.97,5386700.00
30-0.02-16c,16c-40f,58,89.12,6744135.00
30-0.02-16c,16c-40f,59,89.28,6817034.00
30-0.02-16c,16c-40f,60,89.93,4681107.00
30-0.02-16c,16c-40f,61,90.15,4643621.00
30-0.02-16c,16c-40f,62,90.51,5126489.00
30-0.02-16c,16c-40f,63,90.84,7072845.00
30-0.02-16c,16c-40f,64,90.93,6883837.00
30-0.02-16c,16c-40f,65,93.43,4763218.00
30-0.02-16c,16c-40f,66,94.01,7408004.00
30-0.02-16c,16c-40f,67,94.13,8129268.00
30-0.02-16c,16c-40f,68,95.96,6058980.00
30-0.02-16c,16c-40f,69,96.62,5030813.00
30-0.02-16c,16c-40f,70,98.23,6754904.00
30-0.02-16c,16c-40f,71,98.79,5205108.00
30-0.02-16c,16c-40f,72,101.89,5008107.00
30-0.02-16c,16c-40f,73,103.22,6373744.00
30-0.02-16c,16c-40f,74,104.53,6824389.00
30-0.02-16c,16c-40f,75,105.87,5290246.00
30-0.02-16c,16c-40f,76,106.39,7104946.00
30-0.02-16c,16c-40f,77,107.24,5126040.00
30-0.02-16c,16c-40f,78,107.76,7573209.00
30-0.02-16c,16c-40f,79,109.16,5631403.00
30-0.02-16c,16c-40f,80,112.24,6408072.00
30-0.02-16c,16c-40f,81,119.35,5369813.00
30-0.02-16c,16c-40f,82,120.03,6189826.00
30-0.02-16c,16c-40f,83,122.12,6798120.00
30-0.02-16c,16c-40f,84,124.49,4577266.00
30-0.02-16c,16c-40f,85,124.56,6602732.00
30-0.02-16c,16c-40f,86,126.34,5916966.00
30-0.02-16c,16c-40f,87,127.72,6779495.00
30-0.02-16c,16c-40f,88,130.78,6475075.00
30-0.02-16c,16c-40f,89,132.22,6953438.00
30-0.02-16c,16c-40f,90,137.90,4696653.00
30-0.02-16c,16c-40f,91,138.23,5670101.00
30-0.02-16c,16c-40f,92,138.97,6724467.00
30-0.02-16c,16c-40f,93,140.44,6195576.00
30-0.02-16c,16c-40f,94,141.43,6665590.00
30-0.02-16c,16c-40f,95,144.47,4937752.00
30-0.02-16c,16c-40f,96,147.40,7009957.00
30-0.02-16c,16c-40f,97,150.47,4668118.00
30-0.02-16c,16c-40f,98,150.91,4133786.00
30-0.02-16c,16c-40f,99,151.07,4685295.00
30-0.02-16c,16c-40f,100,151.11,4994706.00
30-0.02-16c,16c-40f,101,152.63,6987581.00
30-0.02-16c,16c-40f,102,152.88,4220953.00
30-0.02-16c,16c-40f,103,153.86,3562660.00
30-0.02-16c,16c-40f,104,155.74,4573839.00
30-0.02-16c,16c-40f,105,158.45,5070885.00
30-0.02-16c,16c-40f,106,160.79,6838153.00
30-0.02-16c,16c-40f,107,162.17,6332629.00
30-0.02-16c,16c-40f,108,168.14,7035578.00
30-0.02-16c,16c-40f,109,170.91,6836609.00
30-0.02-16c,16c-40f,110,172.02,6472752.00
30-0.02-16c,16c-40f,111,172.70,4358917.00
30-0.02-16c,16c-40f,112,177.06,7433129.00
30-0.02-16c,16c-40f,113,178.82,5020730.00
30-0.02-16c,16c-40f,114,179.11,4770370.00
30-0.02-16c,16c-40f,115,180.85,6886111.00
30-0.02-16c,16c-40f,116,181.71,6489885.00
30-0.02-16c,16c-40f,117,182.07,6851089.00
30-0.02-16c,16c-40f,118,187.12,6243728.00
30-0.02-16c,16c-40f,119,187.49,4888310.00
30-0.02-16c,16c-40f,120,190.32,6936255.00
