test,approach,tfft,totaltime,mrt,checks,alerts
7-0.03-1c,1c-5f,1851400231,5030.4,14428046555,1939026,26485
7-0.03-1c,1c-10f,1509377273,2298.38,11519829545,1939026,26485
7-0.03-1c,1c-20f,2135417614,1420.25,14318354284,1939026,26485
7-0.03-1c,1c-40f,2144021904,1102.33,18133673312,1939026,26485
7-0.03-1c,1c-100f,1390546560,954.79,32678513821,1939026,26485
7-0.03-1c,1c-200f,2798824238,978.3,59205816093,1939026,26485
7-0.03-1c,1c-500f,2346687828,971.45,147379726999,1939026,26485
7-0.03-1c,1c-1000f,3281289647,1076.53,288637136680,1939026,26485
7-0.03-1c,1c-2000f,4610768024,1298.3,609410058127,1939026,26485
